# Tempo	Potencial
4527	93.7369
4528	93.2426
4529	93.9877
4530	94.8178
4531	99.535
4532	99.2625
4533	97.5626
4534	99.815
4535	96.5726
4536	93.4844
4537	92.8647
4538	93.0512
4539	95.8325
4540	89.2176
4541	86.4793
4542	86.2162
4543	87.867
4544	91.9412
4545	92.1029
4546	87.7112
4547	87.4624
4548	89.8114
4549	88.5201
4550	87.8241
4551	87.3233
4552	88.5289
4553	87.2725
4554	87.4823
4555	80.1608
4556	79.855
4557	77.4207
4558	78.2664
4559	83.7927
4560	85.3487
4561	88.7377
4562	91.9833
4563	91.2517
4564	96.4559
4565	91.418
4566	93.8861
4567	96.1121
4568	96.4465
4569	98.5147
4570	96.3352
4571	95.1037
4572	93.8275
4573	96.2608
4574	94.1672
4575	93.2949
4576	95.6087
4577	97.9436
4578	96.5381
4579	94.6408
4580	98.864
4581	102.079
4582	103.239
4583	101.911
4584	97.0273
4585	92.1951
4586	90.0644
4587	93.1297
4588	95.4313
4589	96.0188
4590	96.5235
4591	98.8116
4592	98.9259
4593	99.6494
4594	97.6067
4595	96.685
4596	97.3893
4597	93.9351
4598	91.9925
4599	89.4464
4600	85.4656
4601	82.1536
4602	79.9947
4603	79.7211
4604	73.9747
4605	75.9258
4606	76.639
4607	73.3747
4608	74.5263
4609	77.1921
4610	77.4416
4611	82.5636
4612	85.7852
4613	85.784
4614	84.4526
4615	84.57
4616	86.3646
4617	88.4194
4618	85.9216
4619	85.2753
4620	85.1893
4621	85.0391
4622	82.4485
4623	83.6762
4624	82.4465
4625	82.2049
4626	82.391
4627	83.1219
4628	86.1932
4629	88.5168
4630	92.8406
4631	94.4137
4632	96.0695
4633	96.5367
4634	96.402
4635	94.209
4636	92.1258
4637	96.7476
4638	97.2327
4639	95.9233
4640	94.867
4641	93.718
4642	90.5735
4643	92.7972
4644	96.143
4645	95.9125
4646	93.1219
4647	94.7707
4648	94.9619
4649	96.6443
4650	96.2956
4651	98.7724
4652	100.121
4653	102.949
4654	100.089
4655	99.6221
4656	99.5321
4657	102.214
4658	102.283
4659	98.9236
4660	100.811
4661	98.4896
4662	96.0342
4663	95.4039
4664	97.4578
4665	90.6516
4666	88.6107
4667	89.061
4668	92.4711
4669	89.0481
4670	90.8972
4671	87.4644
4672	90.7291
4673	92.4505
4674	94.3091
4675	97.1638
4676	94.6052
4677	93.8188
4678	94.3705
4679	94.8757
4680	98.1137
4681	97.5759
4682	95.5673
4683	92.0582
4684	96.2317
4685	96.3157
4686	93.995
4687	91.5713
4688	89.1953
4689	92.0659
4690	93.0709
4691	95.1862
4692	95.3606
4693	98.5088
4694	97.5663
